tweet_id	tweet_text	class_label	text_length	hashtags	mentions	text_length_category	class_label_encoded	hashtags_frequency	hashtags_sentiment	hashtags_topics
24272	<s>Whichever place you put it.</s>	No	27			21-30	0	0	0.0	0
27177	<s>We need a strong economy.</s>	No	25			21-30	0	0	0.0	0
16790	<s>Well, Mr. Ford doesn't seem to put into perspective the fact that when - when five hundred thousand more people are out of work than there were three months ago, while we have two and a half million more people out of work than were when he took office, that this touches human beings.</s>	Yes	287			100+	1	0	0.0	0
15344	<s>I noticed recently that Governor Reagan frequently quotes Democratic presidents in his acceptance address.</s>	No	106			100+	0	0	0.0	0
27247	<s>We're 9 million jobs short of that.</s>	Yes	35			31-40	1	0	0.0	0
11775	<s>The world s coming together, as I said, they're looking to us.</s>	No	64			61-70	0	0	0.0	0
14616	<s>Key thing here, see, we all come up with images.</s>	No	50			41-50	0	0	0.0	0
10954	<s>Co-payments go up, costs go up, skyrocketing costs, which make people less and less able to afford health insurance in America.</s>	Yes	129			100+	1	0	0.0	0
28577	<s>And let me tell you what the record shows.</s>	No	42			41-50	0	0	0.0	0
19459	<s>We ought to keep guns out of the hands of criminals.</s>	No	52			51-60	0	0	0.0	0
18291	<s>When I came back from that war I saw that it was wrong.</s>	No	55			51-60	0	0	0.0	0
24804	<s>They didn't tell you that that same year they increased spending $1.83 for every dollar we increased taxes.</s>	Yes	107			100+	1	0	0.0	0
17962	<s>You've been through the roughest weeks anybody could imagine.</s>	No	61			61-70	0	0	0.0	0
19507	<s>Look at where we are today.</s>	No	27			21-30	0	0	0.0	0
2323	<s>You can't engage in some of this risky behavior that is putting Main Street at risk.</s>	No	84			81-90	0	0	0.0	0
17253	<s>And I do resort to prayer.</s>	No	26			21-30	0	0	0.0	0
661	<s>And the interesting place-one of the things that fascinates me about this perestroika and glasnost is wheats going to happen in Eastern Europe.</s>	No	143			100+	0	0	0.0	0
1408	<s>I selected him because of his outstanding record as a Circuit Court of Appeals Judge, and I was very pleased that - an overwhelming Democratic United States Senate, after going into his background, came to the conclusion that he was - fit and should serve, and the vote in his behalf was overwhelming.</s>	No	303			100+	0	0	0.0	0
21395	<s>That's the main growing thing in the budget.</s>	No	44			41-50	0	0	0.0	0
21919	<s>That's true of any family.</s>	No	26			21-30	0	0	0.0	0
14989	<s>And this was the spot at which President Carter had promised that he was going to bring in a vast program to rebuild this department.</s>	Yes	133			100+	1	0	0.0	0
17317	<s>I'll stand on my record on that.</s>	No	32			31-40	0	0	0.0	0
2848	<s>The facts are, there - the Soviet Union relationship with Egypt is - at a low level.</s>	Yes	86			81-90	1	0	0.0	0
16268	<s>I think we ought to be looking at modernization, I think we ought to be exploring less expensive ways to get it on land, and we ought to make sure that we have an effective and strong and credible nuclear deterrent.</s>	No	217			100+	0	0	0.0	0
7411	<s>I think in those days after 911, I thought the president did a terrific job.</s>	No	78			71-80	0	0	0.0	0
13109	<s>This is the history of dealing with dictators.</s>	No	46			41-50	0	0	0.0	0
7767	<s>We all know about the vote held this week - of the five neutralists - and it was generally regarded as a defeat for the United States.</s>	No	134			100+	0	0	0.0	0
15563	<s>I hear this talk about a blank check.</s>	No	37			31-40	0	0	0.0	0
7523	<s>It's the sunrise side, not the sunset side.</s>	No	45			41-50	0	0	0.0	0
2434	<s>I think something this big, this important has to be done on a bipartisan basis.</s>	No	82			81-90	0	0	0.0	0
3486	<s>But we're also going to have to look at, how is it that we shredded so many regulations?</s>	No	90			81-90	0	0	0.0	0
11901	<s>Well, I had thought that there was a controversy at the end of the legislative session where the hate crimes law in Texas was -- failed, and that the Byrd family, among others, asked you to support it, Governor, and it died in committee for lack of support.</s>	No	259			100+	0	0	0.0	0
23426	<s>That's how you create jobs and become competitive.</s>	No	50			41-50	0	0	0.0	0
19903	<s>Now, I feel very strongly about a lot of things.</s>	No	50			41-50	0	0	0.0	0
195	<s>I think we ought to do it by everybody doing what they can do out of conscience.</s>	No	80			71-80	0	0	0.0	0
21628	<s>But it asked the wealthiest Americans to pay a little more.</s>	Yes	59			51-60	1	0	0.0	0
18776	<s>There are sanctions in place on Iran.</s>	Yes	37			31-40	1	0	0.0	0
1007	<s>The American people will be called upon to tighten their belts a bit in meeting some of the problems that we face domestically.</s>	No	127			100+	0	0	0.0	0
7924	<s>I would not meet Mr. Khrushchev unless there were some agreements at the secondary level - foreign ministers or ambassadors - which would indicate that the meeting would have some hope of success, or a useful exchange of ideas.</s>	No	229			100+	0	0	0.0	0
20694	<s>We have to be willing to make good, sound judgments.</s>	No	54			51-60	0	0	0.0	0
29031	<s>We have devoted ourselves to our children and now our nearly one-and-a-half-year-old grandson.</s>	No	94			91-100	0	0	0.0	0
28848	<s>I may not be for your version, Mr. Vice President, but I'm for what I just described to the lady.</s>	No	99			91-100	0	0	0.0	0
15843	<s>And I would say, I don't know whether that's kind or not, it's just an objective statement.</s>	No	93			91-100	0	0	0.0	0
13316	<s>We cannot have it in our hearts.</s>	No	32			31-40	0	0	0.0	0
24769	<s>Pretty simple, folks -- if you're paying more and you don't have the best, if all else fails go copy the people who have the best who spend less, right?</s>	No	154			100+	0	0	0.0	0
9933	<s>He said the standard bearer wasn't for it.</s>	No	42			41-50	0	0	0.0	0
24723	<s>Mr. Bush made that charge.</s>	Yes	26			21-30	1	0	0.0	0
15466	<s>I would like to have a crusade today, and I would like to lead that crusade with your help.</s>	No	93			91-100	0	0	0.0	0
3800	<s>I went to Iraq in 2003 and came back and said, we've got to change this strategy.</s>	No	83			81-90	0	0	0.0	0
7191	<s>So I don't intend to see it undone.</s>	No	35			31-40	0	0	0.0	0
21798	<s>They're all nice people, they're just in a bad system.</s>	No	56			51-60	0	0	0.0	0
26227	<s>We've doubled the number of loans from the small business administration, tripled the number of loans to women business people, no one unqualified, everybody had to meet the standards.</s>	Yes	186			100+	1	0	0.0	0
15025	<s>These are the kinds of efforts worked on a joint basis with community leaders, particularly in the minority areas of the central cities that have been deteriorating so rapidly in the past.</s>	No	190			100+	0	0	0.0	0
1598	"<s>But I do know that if the president of the United States and the Congress of the United States and the people of the United States said, I believe our nation is greater than what we are now.</s><s>""</s>"	No	193			100+	0	0	0.0	0
3425	<s>You know, we are at a defining moment in our history.</s>	No	55			51-60	0	0	0.0	0
340	<s>The government has a role.</s>	No	26			21-30	0	0	0.0	0
1471	<s>And Mr. Ford hasn't done anything about it.</s>	Yes	43			41-50	1	0	0.0	0
26210	<s>And he stands here and says politicians who make promises like that ought to be ignored.</s>	No	88			81-90	0	0	0.0	0
32154	<s>And I'm going to fix it, because I agree with you.</s>	No	52			51-60	0	0	0.0	0
17559	<s>I believe we need some fairness.</s>	No	32			31-40	0	0	0.0	0
337	<s>My campaign chairman, Secretary Jim Baker's wife.</s>	No	51			51-60	0	0	0.0	0
18876	<s>But what I won't do is change my core values because of politics or because of pressure.</s>	No	88			81-90	0	0	0.0	0
8328	<s>Until we get the surpluses off the farmer's back, however, we should have a program such as I announced, which will see that farm income holds up.</s>	No	148			100+	0	0	0.0	0
15148	<s>The Soviet Union sat at the table knowing that we had gone forward with unilateral concessions without any reciprocation from them whatsoever.</s>	No	142			100+	0	0	0.0	0
2381	<s>I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people.</s>	Yes	300			100+	1	0	0.0	0
2814	<s>That's got to be changed.</s>	No	25			21-30	0	0	0.0	0
9756	<s>I said that I'd end the war in Iraq, and I did.</s>	Yes	49			41-50	1	0	0.0	0
9755	<s>I told you I'd cut taxes for small businesses, and I have.</s>	Yes	60			51-60	1	0	0.0	0
5950	<s>He voted against it and, obviously, we had to take Saddam Hussein out of Kuwait or it would've threatened the Middle Eastern world supply.</s>	Yes	140			100+	1	0	0.0	0
9939	<s>Now, let me mention one other thing, and that is self-deportation says let people make their own choice.</s>	No	106			100+	0	0	0.0	0
12080	<s>And the reason it's so difficult for schools to control that is because in recent years there has been a flood of cheap handguns that are so widely available that kids are finding ways to get ahold of them.</s>	No	206			100+	0	0	0.0	0
1443	<s>And that means that there will be more industrial activity.</s>	No	59			51-60	0	0	0.0	0
17996	<s>And, as well, we're pursuing a strategy of freedom around the world, because I understand free nations will reject terror.</s>	No	124			100+	0	0	0.0	0
14604	<s>And the difference between Arkansas and the US is that we're going in the right direction and this country's going in the wrong direction.</s>	No	138			100+	0	0	0.0	0
10240	<s>And the president has a regular opportunity to label them as a currency manipulator, but refuses to do so.</s>	No	108			100+	0	0	0.0	0
7484	<s>They also kick me around.</s>	No	25			21-30	0	0	0.0	0
8768	<s>I think that conservation - I think that a change in lifestyles - is necessary, and we had better begin to plan for that now rather than later.</s>	No	145			100+	0	0	0.0	0
2069	<s>The first two weeks she's got them, some of them sitting on the floor until finally they get reassigned.</s>	No	106			100+	0	0	0.0	0
16768	<s>And we have proven, I think very conclusively, that you can reduce the rate of inflation and increase jobs.</s>	No	109			100+	0	0	0.0	0
1505	<s>I think a lot of it - depends on current events - - sometimes foreign affairs, sometimes domestic affairs.</s>	No	108			100+	0	0	0.0	0
29559	<s>So you've got to ask yourself, why won't he release his tax returns?</s>	No	70			61-70	0	0	0.0	0
7144	<s>Women work for 76 cents on the dollar for the same work that men do.</s>	Yes	68			61-70	1	0	0.0	0
10576	<s>My friend, I'd like you to see the letter that a group of senators and I wrote warning exactly of this crisis.</s>	No	112			100+	0	0	0.0	0
17866	<s>We believe that we had also promised that we would make our country more secure.</s>	No	80			71-80	0	0	0.0	0
3027	<s>He indicates he would not make those.</s>	No	37			31-40	0	0	0.0	0
33062	<s>We are, however, producing a lot of natural gas, which serves as a bridge to more renewable fuels.</s>	Yes	100			91-100	1	0	0.0	0
1716	<s>But I also want to close those loopholes that are giving incentives for companies that are shipping jobs overseas.</s>	No	114			100+	0	0	0.0	0
20398	<s>Middle class seniors like George McKinney and his wife are not covered for four to five years.</s>	Yes	94			91-100	1	0	0.0	0
2926	<s>After the United States took the initiative in working with Israel and with Egypt and achieving the Sinai II agreement - and I'm proud to say that not a single Egyptian or Israeli soldier has lost his life since the signing of the Sinai agreement.</s>	Yes	247			100+	1	0	0.0	0
21705	<s>In the communities which have had real success putting police officers near schools where kids carry weapons, to get the weapons out of the schools, are on the same blocks, you've seen crime go down.</s>	Yes	201			100+	1	0	0.0	0
13801	<s>Those things deserve to be dealt with from day one.</s>	No	51			51-60	0	0	0.0	0
12465	<s>There's too many issues left unresolved.</s>	No	40			31-40	0	0	0.0	0
16830	<s>This costs our - government about - $1.4 billion a year.</s>	Yes	56			51-60	1	0	0.0	0
28379	<s>He wants to grow the government and I trust you with your own money.</s>	No	68			61-70	0	0	0.0	0
8391	<s>I think that's a good investment.</s>	No	33			31-40	0	0	0.0	0
15172	<s>You've got 99 other senators to correct that mistake, if it is a mistake.</s>	No	75			71-80	0	0	0.0	0
17155	<s>I will never stand for a reduction of the Social Security benefits to the people that are now getting them.</s>	No	107			100+	0	0	0.0	0
3812	<s>And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.</s>	No	108			100+	0	0	0.0	0
20615	<s>I think the governor's instinct is not necessarily bad because we have worked with the Russians in a constructive way in Kosovo, for example, to end the conflict there.</s>	No	170			100+	0	0	0.0	0
18643	<s>I think by acting firmly and decisively, it will mean it is less likely we have to use force.</s>	No	95			91-100	0	0	0.0	0
3330	<s>And last week when we were trying to get the Export Administration Act through the Congress - necessary legislation - my administration went to Capitol Hill and tried to convince the House and the Senate that we should have an amendment on that legislation which would take strong and effective action against those who - participate or cooperate with the Arab boycott.</s>	Yes	369			100+	1	0	0.0	0
7188	<s>I'll answer it straight to America.</s>	No	35			31-40	0	0	0.0	0
6970	<s>And they came up with a variety of ideas for people to look at.</s>	No	63			61-70	0	0	0.0	0
15569	<s>So I'm pledged to do that.</s>	No	26			21-30	0	0	0.0	0
3565	<s>But let's be clear: Earmarks account for $18 billion in last year's budget.</s>	Yes	75			71-80	1	0	0.0	0
2455	<s>In the meantime, folks out there with insurance, you're already getting a rebate.</s>	Yes	83			81-90	1	0	0.0	0
17133	<s>I've stood up and told the American people that I think it's a real problem, that it can destroy long-term economic growth, and I've told you what I think should be done.</s>	No	172			100+	0	0	0.0	0
15798	<s>Drug counselors out there in the street who are providing help to youngsters who come up to me and others who ask for help and want help, are doing the hard work, the heroic work, which it takes to provide that kind of leadership, that kind of counseling, that kind of support.</s>	No	279			100+	0	0	0.0	0
27932	<s>And that's not going to happen by just hiring teachers.</s>	No	55			51-60	0	0	0.0	0
13409	<s>Anybody who says America's been standing still for the last seven and a half years hasn't been traveling around America.</s>	No	120			100+	0	0	0.0	0
27137	<s>That's the kind of leadership we'll continue to show.</s>	No	53			51-60	0	0	0.0	0
26920	<s>We're going to have to put in place a very comprehensive and robust strategy to help the -- the world of Islam and other parts of the world, reject this radical violent extremism, which is -- it's certainly not on the run.</s>	No	224			100+	0	0	0.0	0
22857	<s>That's what the Duelfer report showed.</s>	Yes	38			31-40	1	0	0.0	0
3884	<s>An election law just in the last few days.</s>	No	42			41-50	0	0	0.0	0
8661	<s>Governor Reagan is not responsible for what has happened over the last four years, nor am I.</s>	No	94			91-100	0	0	0.0	0
21339	<s>The trick is to expand our export base and to expand trade on terms that are fair to us.</s>	No	88			81-90	0	0	0.0	0
14027	<s>I would like for them to look you in the eye and tell you why they have people representing foreign countries working on their campaigns.</s>	No	137			100+	0	0	0.0	0
33830	<s>And I think it's her campaign.</s>	No	30			21-30	0	0	0.0	0
33435	<s>Well, if you went on to read the rest of the sentence, I was talking about energy.</s>	No	84			81-90	0	0	0.0	0
23537	<s>I think it is respecting life to do it in an ethical way.</s>	No	57			51-60	0	0	0.0	0
6450	<s>Thank you, Arizona State, for welcoming us.</s>	No	45			41-50	0	0	0.0	0
6990	<s>We balanced the budget in the '90s.</s>	Yes	35			31-40	1	0	0.0	0
14343	<s>They will not let them see the written instructions given to Ambassador Glaspie.</s>	No	80			71-80	0	0	0.0	0
8701	<s>Recycle those proceeds, then, back into the pockets of the American workers by reducing their tax payments.</s>	No	109			100+	0	0	0.0	0
18992	<s>I can't say it any more plainly.</s>	No	32			31-40	0	0	0.0	0
28754	<s>We need campaign finance reform and we need to shoot straight with young and old alike and tell them what the real choices are.</s>	No	127			100+	0	0	0.0	0
18932	<s>And that is another way to help deal with the threats that we face in the 21st century.</s>	No	87			81-90	0	0	0.0	0
27670	<s>This is -- this is an important part of the world for us.</s>	No	57			51-60	0	0	0.0	0
32468	<s>You have provisions in the tax code that, frankly, we could change.</s>	No	69			61-70	0	0	0.0	0
6282	<s>So choice and competition amongst schools is one of the key elements that's already been proven in places in like New Orleans and New York City and other places, where we have charter schools, where we take good teachers and we reward them and promote them.</s>	Yes	259			100+	1	0	0.0	0
17906	<s>I believe there's fundamental fairness crying out that needs to be achieved in our tax system.</s>	No	94			91-100	0	0	0.0	0
5520	<s>Number one, let's focus on jobs.</s>	No	34			31-40	0	0	0.0	0
19450	<s>Not if I didn't have a better idea.</s>	No	35			31-40	0	0	0.0	0
22615	<s>That's why we're bringing Al Qaida to justice.</s>	No	46			41-50	0	0	0.0	0
29432	<s>They're going to do a tremendous job.</s>	No	37			31-40	0	0	0.0	0
32166	<s>But we've got to get costs down.</s>	No	32			31-40	0	0	0.0	0
6347	<s>And I will support those reforms, and I will fund the ones that are reformed.</s>	No	79			71-80	0	0	0.0	0
28378	<s>It's a difference of opinion.</s>	No	29			21-30	0	0	0.0	0
22480	<s>They're not going to be solved overnight.</s>	No	41			41-50	0	0	0.0	0
3673	<s>With all due respect, you already gave them to the oil companies.</s>	Yes	67			61-70	1	0	0.0	0
19890	<s>First of all, Senator Dole, let's set the record straight.</s>	No	60			51-60	0	0	0.0	0
6510	<s>No, this war is a matter of using every asset at our disposal to keep the American people protected.</s>	No	102			100+	0	0	0.0	0
13201	"<s>In 1955, Mr. Dulles at a press conference said: The treaty that we have with the Republic of China excludes Quemoy and Matsu from the treaty area.</s><s>""</s>"	Yes	149			100+	1	0	0.0	0
8762	<s>Mr. Greenberg, I think my opponent in this debate tonight is overlooking one other very important fact.</s>	No	105			100+	0	0	0.0	0
2415	<s>I like the fact that in my state, we had Republicans and Democrats come together and work together.</s>	No	101			100+	0	0	0.0	0
2330	<s>Because if you do, then Governor Romney is your candidate.</s>	No	60			51-60	0	0	0.0	0
25043	<s>He said that these missiles were less dangerous than ballistic missiles because you could fire them, and you could recall them if you decided there'd been a miscalculation.</s>	Yes	174			100+	1	0	0.0	0
16607	<s>We have - just advocated - this past week a consolidation of the responsibilities for energy.</s>	Yes	93			91-100	1	0	0.0	0
21918	<s>Nobody's been luckier than I've been, all the way across the spectrum, and the greatest riches of all are my wife and children.</s>	No	129			100+	0	0	0.0	0
6974	<s>It'll be a vital issue in my second term.</s>	No	41			41-50	0	0	0.0	0
27676	<s>That was the right thing to do.</s>	No	31			31-40	0	0	0.0	0
9051	<s>And some people in high positions of leadership, tell us that the answer is to retreat.</s>	No	89			81-90	0	0	0.0	0
7620	<s>The Soviet Union in 1955 expressed regrets to us over the Bering Sea incident.</s>	Yes	78			71-80	1	0	0.0	0
25030	<s>Where I part with the President is that despite all of those differences we must, as past Presidents before this one have done, meet on the common ground of survival.</s>	No	168			100+	0	0	0.0	0
25406	<s>It might be an oil fire, it might be a jet exhaust, the computer might decide it's a missile -- and off we go.</s>	No	112			100+	0	0	0.0	0
21134	<s>If you don't have trust in that, I do.</s>	No	40			31-40	0	0	0.0	0
626	<s>But look, let me sum it up.</s>	No	29			21-30	0	0	0.0	0
25971	<s>No president had ever taken on the tobacco lobby before.</s>	Yes	56			51-60	1	0	0.0	0
10149	<s>A lot of great single moms, single dads.</s>	No	42			41-50	0	0	0.0	0
34085	<s>I think we've never had a situation so bad in this country.</s>	No	59			51-60	0	0	0.0	0
24132	<s>Therein is the best answer to her.</s>	No	34			31-40	0	0	0.0	0
1561	<s>Someone who can analyze the depths of feeling in our country to set a standard for our people to follow, to inspire our people to reach for greatness, to correct our defects, to answer difficult questions, to bind ourselves together in a spirit of unity.</s>	No	256			100+	0	0	0.0	0
12850	<s>The Soviet Union does understand strength.</s>	No	42			41-50	0	0	0.0	0
2340	<s>Let me mention another regulation in Dodd-Frank.</s>	No	48			41-50	0	0	0.0	0
27532	<s>And -- and so the strength that we have shown in Iran is shown by the fact that we've been able to mobilize the world.</s>	No	118			100+	0	0	0.0	0
10683	<s>That's why I've called for an investment of $15 billion a year over 10 years.</s>	Yes	77			71-80	1	0	0.0	0
11248	<s>That's part of what happened in Afghanistan, where we rushed into Iraq and Senator McCain and President Bush suggested that it wasn't that important to catch bin Laden right now and that we could muddle through, and that has cost us dearly.</s>	Yes	242			100+	1	0	0.0	0
29580	<s>You know, I made a mistake using a private e-</s><s>mail.</s>	No	53			51-60	0	0	0.0	0
25066	<s>And he opposed even President Carter, when toward the end of his term President Carter wanted to increase the defense budget.</s>	Yes	127			100+	1	0	0.0	0
29504	<s>The Fed is being more political than Secretary Clinton.</s>	No	55			51-60	0	0	0.0	0
16573	<s>As a matter of fact - now-</s><s>I don't advocate amnesty; I advocate pardon.</s>	No	71			71-80	0	0	0.0	0
18348	<s>And finally, he says we ought to have a summit.</s>	No	49			41-50	0	0	0.0	0
8995	<s>For a return to traditions and values that we once had.</s>	No	55			51-60	0	0	0.0	0
26187	<s>Tell him you can have everything you got.</s>	No	41			41-50	0	0	0.0	0
33101	<s>And I want to take all that experience to the White House and do that every single day.</s>	No	87			81-90	0	0	0.0	0
33024	<s>The EPA, Environmental Protection Agency, is killing these energy companies.</s>	No	78			71-80	0	0	0.0	0
19456	<s>You don't buy any gun.</s>	No	22			21-30	0	0	0.0	0
17262	<s>And now, in the position I hold and in the world in which we live, where Embassies do get blown up in Beirut -- we're supposed to talk about that on the debate the 21st, I understand -- but I pose a threat to several hundred people if I go to church.</s>	No	252			100+	0	0	0.0	0
22914	<s>These are families that get hurt.</s>	No	33			31-40	0	0	0.0	0
9478	<s>And I want to continue those tax cuts for middle-class families, and for small business.</s>	No	90			81-90	0	0	0.0	0
22144	<s>Now, the other superpowers need to do their part.</s>	No	51			51-60	0	0	0.0	0
24223	<s>The plans are all over Washington.</s>	No	34			31-40	0	0	0.0	0
17645	<s>It has begun to decline, but it is still going up.</s>	Yes	52			51-60	1	0	0.0	0
28829	<s>And incidentally, Mel Carnahan in Missouri had the finest record on diversity in any governor in the entire history of the State of Missouri.</s>	Yes	143			100+	1	0	0.0	0
2459	<s>But the fact of the matter is that some of the prescriptions that he's offered, like letting you buy insurance across state lines, there's no indication that that somehow is going to help somebody who's got a pre-existing condition be able to finally buy insurance.</s>	No	267			100+	0	0	0.0	0
11920	<s>And it's important, Jim, not only -- not just because of Texas, but because this mirrors the national controversy.</s>	No	116			100+	0	0	0.0	0
20666	<s>Now, just because we don't want to get involved everywhere doesn't mean we should back off anywhere it comes up.</s>	No	114			100+	0	0	0.0	0
18911	<s>I'm going to shut that program down, and we're going to make it clear to the world we're serious about containing nuclear proliferation.</s>	No	138			100+	0	0	0.0	0
23838	<s>I think we've dramatically changed the world.</s>	No	45			41-50	0	0	0.0	0
14971	<s>The size of government increased only one-sixth in California of what it increased in proportion to the population in Georgia.</s>	Yes	126			100+	1	0	0.0	0
18208	<s>We're going to reform our intelligence services to make sure that we get the best intelligence possible.</s>	No	104			100+	0	0	0.0	0
25563	<s>Now, here we have to decide between generalized objectives and reality.</s>	No	73			71-80	0	0	0.0	0
14533	<s>Reduce the White House staff by a 3rd after or at the same time the Congress does the same thing for their staff.</s>	No	113			100+	0	0	0.0	0
9989	<s>And it won't help us grow.</s>	No	26			21-30	0	0	0.0	0
29958	<s>Now, as far as the lawsuit, yes, when I was very young, I went into my father's company, had a real estate company in Brooklyn and Queens, and we, along with many, many other companies throughout the country -- it was a federal lawsuit -- were sued.</s>	Yes	251			100+	1	0	0.0	0
24656	<s>The reason Magic Johnson resigned from the AIDS Commission is because the statement you heard tonight from Mr. Bush is the longest and best statement he's made about it in public.</s>	Yes	179			100+	1	0	0.0	0
16536	<s>Keep my promises to the American people.</s>	No	40			31-40	0	0	0.0	0
8741	<s>And that's simply why I proposed, 15 months ago, the emergency excise tax on gasoline that I did.</s>	Yes	99			91-100	1	0	0.0	0
27811	<s>But the president mentioned the auto industry and that somehow I would be in favor of jobs being elsewhere.</s>	Yes	107			100+	1	0	0.0	0
18341	<s>Join us for a war that is the wrong war at the wrong place at the wrong time?</s>	No	79			71-80	0	0	0.0	0
30287	<s>Iran is one of their biggest trading partners.</s>	Yes	46			41-50	1	0	0.0	0
7504	<s>We can have health care for all Americans.</s>	No	42			41-50	0	0	0.0	0
6987	<s>He's broken the pay-as-you-go rules.</s>	No	36			31-40	0	0	0.0	0
13031	<s>In other words, the next president, as he leads America and the free world, can be only as great as the American people are great.</s>	No	132			100+	0	0	0.0	0
579	<s>The governor was for a nuclear freeze that would have locked in a thousand Soviet intermediate nuclear force weapons and zero for the West.</s>	Yes	139			100+	1	0	0.0	0
21605	<s>And I need the help of everybody across this country to get it passed in a substantial way by the Congress.</s>	No	107			100+	0	0	0.0	0
1271	<s>As a matter of fact, that committee under Secretary Hills released about a seventy-five-page report with specific recommendations so we can do a better job - the weeks ahead.</s>	No	176			100+	0	0	0.0	0
17985	<s>The rest of them know we're after them.</s>	No	39			31-40	0	0	0.0	0
20238	<s>And let me give you an example of what I mean.</s>	No	46			41-50	0	0	0.0	0
32430	<s>Maybe there is no hacking.</s>	No	26			21-30	0	0	0.0	0
32492	<s>If China has a GDP of 7 percent, it's like a national catastrophe.</s>	No	68			61-70	0	0	0.0	0
7263	<s>But I will never turn over our national- security decisions to leaders of other countries.</s>	No	90			81-90	0	0	0.0	0
7707	<s>We preach in the Declaration of Independence and in the Constitution, in the statement of our greatest leaders, we preach very high standards; and if we're not going to be s- charged before the world with hypocrisy we have to meet those standards.</s>	No	249			100+	0	0	0.0	0
20715	<s>One of the key points in foreign policy and national security policy is the need to re-establish the old-fashioned principle that politics ought to stop at the water's edge.</s>	No	173			100+	0	0	0.0	0
13951	<s>Then the other day he says he's for it, however then we've got to pass other legislation.</s>	No	91			91-100	0	0	0.0	0
26952	<s>Number four, the rule of law.</s>	No	31			31-40	0	0	0.0	0
14953	<s>Office estimate that there is probably tens of billions of dollars that is lost in fraud alone, and they have added that waste adds even more to that.</s>	Yes	152			100+	1	0	0.0	0
34403	<s>That's part of my commitment to raise taxes on the wealthy.</s>	No	59			51-60	0	0	0.0	0
28866	<s>$3,000 tax credit to help your expenses in taking care of a loved one who needs long-term care.</s>	No	97			91-100	0	0	0.0	0
6295	<s>And we certainly need to adjust the certain loan eligibility to inflation.</s>	No	74			71-80	0	0	0.0	0
34043	<s>She should not be allowed to run.</s>	No	33			31-40	0	0	0.0	0
18927	<s>We convinced Libya to disarm.</s>	Yes	29			21-30	1	0	0.0	0
22242	<s>This is a government that is not serving you.</s>	No	45			41-50	0	0	0.0	0
33012	<s>And I just want to quickly say, I respect the Second Amendment.</s>	No	65			61-70	0	0	0.0	0
1783	<s>We cut taxes for middle-class families by about $3,600.</s>	Yes	57			51-60	1	0	0.0	0
32350	<s>It's been debunked, but it never stops him from saying whatever he wants to say.</s>	Yes	82			81-90	1	0	0.0	0
12046	<s>The woman who bought the guns for the two boys who did that killing at Columbine said that if she had had to give her name and fill out a form there, she would not have bought those guns.</s>	No	189			100+	0	0	0.0	0
17009	<s>And the greatest resource of all are the two hundred and fifteen million Americans who have within us the strength, the character, the intelligence, the experience, the patriotism, the idealism, the compassion, the sense of brotherhood on which we can rely in the future to restore the greatness to our country We ought not to be excluded from our government anymore.</s>	No	369			100+	0	0	0.0	0
13895	<s>The Natl Science Foundation did a study which said it would be difficult for us to reach fuel efficiency standards in excess of 37 miles per gallon by the year 2000.</s>	Yes	165			100+	1	0	0.0	0
21831	<s>I just have to say something.</s>	No	29			21-30	0	0	0.0	0
19229	<s>First of all, remember that in this campaign season, since Senator Dole's been a candidate, he has bragged about the fact that he voted against Medicare in the beginning, in 1965, one of only 12 members.</s>	Yes	205			100+	1	0	0.0	0
3709	<s>I think that we have to return -- particularly in defense spending, which is the largest part of our appropriations -- we have to do away with cost-plus contracts.</s>	No	165			100+	0	0	0.0	0
23527	<s>Chris Reeve is a friend of mine.</s>	No	32			31-40	0	0	0.0	0
19636	<s>This is a serious business.</s>	No	27			21-30	0	0	0.0	0
22251	<s>If I could wish for one thing for great public schools, it would be a strong family unit in every home -- nothing will ever replace that.</s>	No	139			100+	0	0	0.0	0
24957	<s>And what about the mining of the harbors in Nicaragua which violated international law?</s>	No	87			81-90	0	0	0.0	0
2523	<s>And I'm going to work together with Congress to say, OK, what -- what are the various ways we could bring down deductions, for instance?</s>	No	138			100+	0	0	0.0	0
1367	<s>I have been a hunter all my life and happen to own both shotguns, rifles, and a handgun.</s>	No	90			81-90	0	0	0.0	0
14552	<s>Well, that's the only protection the taxpayer has against some of these reckless pork programs up there, and I'd rather be able to just line it right out of there and get on about passing some good stuff but leave out the garbage.</s>	No	232			100+	0	0	0.0	0
19441	<s>Secondly, Senator Dole, you voted against the crime bill that had the death penalty for drug kingpins in it.</s>	Yes	110			100+	1	0	0.0	0
14648	<s>It doesn't work that way when you're president.</s>	No	47			41-50	0	0	0.0	0
12783	<s>Part of that, as the Gallup Polls show, is because the Soviet Union made a breakthrough in outer space.</s>	Yes	105			100+	1	0	0.0	0
10036	<s>And I am ultimately responsible for what's taking place there because these are my folks, and I'm the one who has to greet those coffins when they come home.</s>	No	159			100+	0	0	0.0	0
23531	<s>We have 100,000 to 200,000 embryos that are frozen in nitrogen today from fertility clinics.</s>	Yes	94			91-100	1	0	0.0	0
4351	<s>That wasn't proven when Ronald Reagan said we would do SDI, which is missile defense.</s>	Yes	87			81-90	1	0	0.0	0
